text,true_labels,predicted_labels,missed_labels,extra_labels,largest_decision_margin,source_name,source_type,technique_id,technique_name
"Orangeworm has copied its backdoor across open network shares, including ADMIN$, C$WINDOWS, D$WINDOWS, and E$WINDOWS.",lateral-movement,,lateral-movement,,-0.04059018037023776,Orangeworm,intrusion-set,T1021.002,SMB/Windows Admin Shares
APT-C-36 has used a botnet management interface to control large numbers of compromised hosts.,resource-development,,resource-development,,-0.04283796442705179,APT-C-36,intrusion-set,T1584.005,Botnet
"During the 2025 Poland Wiper Attacks, the adversaries used the Rubeus tool to forge a Diamond Ticket that is a modified legitimate Kerberos ticket.",credential-access,,credential-access,,-0.04346490447183837,2025 Poland Wiper Attacks,campaign,T1558,Steal or Forge Kerberos Tickets
Emotet has been observed leveraging a module that retrieves passwords stored on a system for the current logged-on user.,credential-access,,credential-access,,-0.04420921519721166,Emotet,malware,T1552.001,Credentials In Files
Skidmap has the ability to set SELinux to permissive mode.,defense-impairment,,defense-impairment,,-0.04557931010505789,Skidmap,malware,T1685,Disable or Modify Tools
Empire can use various modules to search for files containing passwords.,credential-access,,credential-access,,-0.04562140547754523,Empire,tool,T1552.001,Credentials In Files
SharpDisco has been used to download a Python interpreter to `C:\Users\Public\WinTN\WinTN.exe` as well as other plugins from external sources.,command-and-control,,command-and-control,,-0.045996302516387866,SharpDisco,malware,T1105,Ingress Tool Transfer
Kali365's desktop client has made Microsoft Graph API calls using the distinct User-Agent string `kali365-live/1.0.0` to access victim mailboxes and enumerate account data following OAuth token capture.,command-and-control,,command-and-control,,-0.04828862629068065,Kali365,malware,T1071.001,Web Protocols
MirrorFace has used Secure File Transfer Protocol (SFTP) for file exfiltration.,exfiltration,,exfiltration,,-0.04829257935852116,MirrorFace,intrusion-set,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol
"Diskpart can execute a disk partition script file, which attempts to mount a virtual hard disk. Diskpart can also assign and mount virtual disks.",execution,,execution,,-0.0483550298026848,Diskpart,tool,T1059.003,Windows Command Shell
Qilin can define specific processes to be terminated or left alone at execution.,discovery,,discovery,,-0.04925805593628141,Qilin,malware,T1057,Process Discovery
Industroyer has a data wiper component that enumerates keys in the Registry HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services .,discovery,,discovery,,-0.04957597062020214,Industroyer,malware,T1012,Query Registry
THINCRUST can deobfuscate RSA encrypted C2 commands received through the DEVICEID cookie.,stealth,,stealth,,-0.05557305388799488,THINCRUST,malware,T1140,Deobfuscate/Decode Files or Information
Pupy can also perform pass-the-ticket.,lateral-movement,,lateral-movement,,-0.05619140094377162,Pupy,tool,T1550.003,Pass the Ticket
TrickBot module shareDll/mshareDll discovers network shares via the WNetOpenEnumA API.,discovery,,discovery,,-0.056741914116497094,TrickBot,malware,T1135,Network Share Discovery
Stuxnet sends compromised victim information via HTTP.,exfiltration,,exfiltration,,-0.05680350876869111,Stuxnet,malware,T1041,Exfiltration Over C2 Channel
"CoinTicker downloads the following hidden files to evade detection and maintain persistence: /private/tmp/.info.enc, /private/tmp/.info.py, /private/tmp/.server.sh, ~/Library/LaunchAgents/.espl.plist, ~/Library/Containers/.[random string]/[random string].",stealth,,stealth,,-0.05716891770706689,CoinTicker,malware,T1564.001,Hidden Files and Directories
MESSAGETAP has XOR-encrypted and stored contents of SMS messages that matched its target list.,collection,,collection,,-0.058560179294985915,MESSAGETAP,malware,T1560.003,Archive via Custom Method
The AADInternals `Set-AADIntUserMFA` command can be used to disable MFA for a specified user.,credential-access|defense-impairment|persistence,,credential-access|defense-impairment|persistence,,-0.05878482805536289,AADInternals,tool,T1556.006,Multi-Factor Authentication
Akira has used PowerShell scripts for credential harvesting and privilege escalation.,execution,,execution,,-0.05900042693659513,Akira,intrusion-set,T1059.001,PowerShell
"USBStealer drops commands for a second victim onto a removable media drive inserted into the first victim, and commands are executed when the drive is inserted into the second victim.",command-and-control,,command-and-control,,-0.0649993318172748,USBStealer,malware,T1092,Communication Through Removable Media
LAPSUS$ has accessed internet-facing identity providers such as Azure Active Directory and Okta to target specific organizations.,initial-access,,initial-access,,-0.065456577249,LAPSUS$,intrusion-set,T1199,Trusted Relationship
FIN13 has searched for infrastructure that can provide remote access to an environment for targeting efforts.,reconnaissance,,reconnaissance,,-0.06976026579260308,FIN13,intrusion-set,T1590.004,Network Topology
Stuxnet propagates using the MS10-061 Print Spooler and MS08-067 Windows Server Service vulnerabilities.,lateral-movement,,lateral-movement,,-0.06996782206735408,Stuxnet,malware,T1210,Exploitation of Remote Services
FRP can be configured to only accept TLS connections.,command-and-control,,command-and-control,,-0.07040154922025887,FRP,tool,T1573.002,Asymmetric Cryptography
Emotet has been observed dropping browser password grabber modules.,credential-access,,credential-access,,-0.0716500284718109,Emotet,malware,T1555.003,Credentials from Web Browsers
Stuxnet infected WinCC machines via a hardcoded database server password.,initial-access|persistence|privilege-escalation|stealth,,initial-access|persistence|privilege-escalation|stealth,,-0.07550928018036684,Stuxnet,malware,T1078.001,Default Accounts
SharpDisco has dropped a recent-files stealer plugin to `C:\Users\Public\WinSrcNT\It11.exe`.,collection,,collection,,-0.07909679315867119,SharpDisco,malware,T1005,Data from Local System
Skidmap has used pm.sh to download and install its main payload.,execution,,execution,,-0.0853879544826337,Skidmap,malware,T1059.004,Unix Shell
Kali365 has captured session cookies and related session artifacts when the interacted phishing lure acts as proxy for legitimate requests with login services.,credential-access,,credential-access,,-0.08828759995501412,Kali365,malware,T1539,Steal Web Session Cookie
LazyWiper has overwritten files with pseudorandom 32‑byte sequences written at 16‑byte intervals making the file unrecoverable.,impact,,impact,,-0.09348807320284247,LazyWiper,malware,T1485,Data Destruction
Empire can utilize built-in modules to modify service binaries and restore them to their original state.,persistence|privilege-escalation,,persistence|privilege-escalation,,-0.0935863842560225,Empire,tool,T1543.003,Windows Service
"FIN6 has encoded data gathered from the victim with a simple substitution cipher and single-byte XOR using the 0xAA key, and Base64 with character permutation.",collection,,collection,,-0.09383244368236454,FIN6,intrusion-set,T1560.003,Archive via Custom Method
njRAT can browse file systems using a file manager module.,discovery,,discovery,,-0.09421882930421133,njRAT,malware,T1083,File and Directory Discovery
AshTag can use a .NET program to execute WMI queries and send unique victim IDs to C2.,execution,,execution,,-0.09472916124477959,AshTag,malware,T1047,Windows Management Instrumentation
RogueRobin can save a new file to the system from the C2 server.,command-and-control,,command-and-control,,-0.09517966231391539,RogueRobin,malware,T1105,Ingress Tool Transfer
Daggerfly utilizes victim machine operating system information to create custom User Agent strings for subsequent command and control communication.,discovery,,discovery,,-0.09522586107391928,Daggerfly,intrusion-set,T1082,System Information Discovery
PureCrypter has executed `Set-MpPreference -ExclusionPath` to exclude files or folders from Windows Defender scans.,defense-impairment,,defense-impairment,,-0.09636155051781109,PureCrypter,malware,T1685,Disable or Modify Tools
"Empire contains some modules that leverage API hooking to carry out tasks, such as netripper.",collection|credential-access,,collection|credential-access,,-0.09810973915577281,Empire,tool,T1056.004,Credential API Hooking
Doki has resolved the path of a process PID to use as a script argument.,discovery,,discovery,,-0.09824792387276282,Doki,malware,T1083,File and Directory Discovery
"Once inside a Virtual Private Cloud, Pacu can attempt to identify DirectConnect, VPN, or VPC Peering.",discovery,,discovery,,-0.10028598638405828,Pacu,tool,T1049,System Network Connections Discovery
ZIPLINE can add itself to the exclusion list for the Ivanti Connect Secure Integrity Checker Tool if the `--exclude` parameter is passed by the `tar` process.,defense-impairment,,defense-impairment,,-0.10206989607278294,ZIPLINE,malware,T1685,Disable or Modify Tools
"During the 2025 Poland Wiper Attacks, the adversaries gathered and used the FortiGate bookmarks defined in the configuration file to include the statically defined credentials that facilitated RDP connections to jump hosts.",collection,,collection,,-0.10496462914406246,2025 Poland Wiper Attacks,campaign,T1602.002,Network Device Configuration Dump
"CHOPSTICK provides access to the Windows Registry, which can be used to gather information.",discovery,,discovery,,-0.1072754512317986,CHOPSTICK,malware,T1012,Query Registry
Empire can leverage its implementation of Mimikatz to obtain and use silver tickets.,credential-access,,credential-access,,-0.10842137057147694,Empire,tool,T1558.002,Silver Ticket
Troll Stealer encrypts gathered information on victim devices prior to exfiltrating it through command and control infrastructure.,collection,,collection,,-0.10859822688405263,Troll Stealer,malware,T1074.001,Local Data Staging
APT29 has ensured web servers in a victim environment are Internet accessible before copying tools or malware to it.,discovery,,discovery,,-0.1090677127372024,APT29,intrusion-set,T1016.001,Internet Connection Discovery
SeaDuke is capable of executing commands.,execution,,execution,,-0.11409696026951466,SeaDuke,malware,T1059.003,Windows Command Shell
MirrorFace has deployed shellcode to check for Japanese Microsoft Office settings.,discovery,,discovery,,-0.1165942070320688,MirrorFace,intrusion-set,T1614.001,System Language Discovery
Empire has modules for executing scripts.,execution,,execution,,-0.12111285398441868,Empire,tool,T1059.003,Windows Command Shell
Several tools used by Suckfly have been command-line driven.,execution,,execution,,-0.12126174430201164,Suckfly,intrusion-set,T1059.003,Windows Command Shell
Emotet can extract names of all locally reachable Wi-Fi networks and then perform a brute-force attack to spread to new networks.,discovery,,discovery,,-0.12154590551555666,Emotet,malware,T1016.002,Wi-Fi Discovery
"Brute Ratel C4 can use legitimate websites for external C2 channels including Slack, Discord, and MS Teams.",command-and-control,,command-and-control,,-0.12295587285901588,Brute Ratel C4,tool,T1102,Web Service
Industroyer uses a custom DoS tool that leverages CVE-2015-5374 and targets hardcoded IP addresses of Siemens SIPROTEC devices.,impact,,impact,,-0.12383667504425377,Industroyer,malware,T1499.004,Application or System Exploitation
Lizar can collect email accounts from Microsoft Outlook and Mozilla Thunderbird.,discovery,,discovery,,-0.12454270984263993,Lizar,malware,T1087.003,Email Account
Qilin has run `cmd /C [PsExec] -accepteula \\IP Address -c -f -h -d -i C:\Users\xxx\ .exe --password [PASSWORD] --spread --spread-process` to execute its encryptor to target multiple network shares.,execution,,execution,,-0.1258983207367952,Qilin,malware,T1059.003,Windows Command Shell
"BPFDoor overwrites the `argv[0]` value used by the Linux `/proc` filesystem to determine the command line and command name to display for each process. BPFDoor selects a name from 10 hardcoded names that resemble Linux system daemons, such as; `/sbin/udevd -d`, `dbus-daemon --system`, `avahi-daemon: chroot helper`, `/sbin/auditd -n`, and `/usr/lib/systemd/systemd-journald`.",stealth,,stealth,,-0.12642264706605577,BPFDoor,malware,T1036.011,Overwrite Process Arguments
"Lizar has obfuscated the fingerprint of the victim system, the local IP address, and the Fowler-Noll-V 1 (FNV-1) hash of the local IP address using an XOR operation. The data is then sent to the C2 server.",stealth,,stealth,,-0.1322276172301008,Lizar,malware,T1027,Obfuscated Files or Information
Pysa has the functionality to delete shadow copies.,impact,,impact,,-0.13382973833607376,Pysa,malware,T1490,Inhibit System Recovery
NETWIRE has used a custom encryption algorithm to encrypt collected data.,collection,,collection,,-0.13392335230059715,NETWIRE,malware,T1560.003,Archive via Custom Method
"During Operation Dream Job, Lazarus Group registered a domain name identical to that of a compromised company as part of their BEC effort.",resource-development,,resource-development,,-0.13452011756153537,Operation Dream Job,campaign,T1583.001,Domains
"During Operation Dream Job, Lazarus Group deployed malware designed not to run on computers set to Korean, Japanese, or Chinese in Windows language preferences.",discovery,,discovery,,-0.13809182745215776,Operation Dream Job,campaign,T1614.001,System Language Discovery
Stuxnet used xp_cmdshell to store and execute SQL code.,persistence,,persistence,,-0.13835351302275478,Stuxnet,malware,T1505.001,SQL Stored Procedures
KGH_SPY has the ability to set a Registry key to run a cmd.exe command.,execution,,execution,,-0.13871240804312257,KGH_SPY,malware,T1059.003,Windows Command Shell
TEARDROP ran as a Windows service from the c:\windows\syswow64 folder.,persistence|privilege-escalation,,persistence|privilege-escalation,,-0.13926487483995664,TEARDROP,malware,T1543.003,Windows Service
"Penquin can use the command code do_vslist to send file names, size, and status to C2.",discovery,,discovery,,-0.1398189258455187,Penquin,malware,T1083,File and Directory Discovery
LAMEHUG has the ability to execute Windows commands returned from C2 to gather system information.,discovery,,discovery,,-0.14016834506196219,LAMEHUG,malware,T1082,System Information Discovery
LAPSUS$ has deleted the target's systems and resources in the cloud to trigger the organization's incident and crisis response process.,defense-impairment,,defense-impairment,,-0.14033650557649202,LAPSUS$,intrusion-set,T1578.003,Delete Cloud Instance
Brute Ratel C4 has the ability to hide memory artifacts and to patch Event Tracing for Windows (ETW) and the Anti Malware Scan Interface (AMSI).,defense-impairment,,defense-impairment,,-0.14103168253031195,Brute Ratel C4,tool,T1685,Disable or Modify Tools
"During RedPenguin, UNC3886 accessed the Junos OS CLI on targeted devices.",execution,,execution,,-0.14271802641973597,RedPenguin,campaign,T1059.008,Network Device CLI
BlackByte Ransomware enables SMBv1 during execution.,defense-impairment,,defense-impairment,,-0.1438765288590229,BlackByte Ransomware,malware,T1689,Downgrade Attack
"APT29 has used residential proxies, including Azure Virtual Machines, to obfuscate their access to victim environments.",resource-development,,resource-development,,-0.14610529225259317,APT29,intrusion-set,T1586.003,Cloud Accounts
"Kali365 has directed victims to actor-controlled phishing pages through malicious links, initiating device code authorization flows or adversary-in-the-middle session capture.",execution,,execution,,-0.14829578185209313,Kali365,malware,T1204.001,Malicious Link
"APT29 has used multiple software exploits for common client software, like Microsoft Word, Exchange, and Adobe Reader, to gain code execution.",execution,,execution,,-0.14901705897682338,APT29,intrusion-set,T1203,Exploitation for Client Execution
ShimRat can impersonate Windows services and antivirus products to avoid detection on compromised systems.,stealth,,stealth,,-0.14951853062245102,ShimRat,malware,T1036.004,Masquerade Task or Service
FIN13 has obtained administrative credentials by browsing through local files on a compromised machine.,credential-access,,credential-access,,-0.15163529694897737,FIN13,intrusion-set,T1552.001,Credentials In Files
StrelaStealer installers have used obfuscated PowerShell scripts to retrieve follow-on payloads from WebDAV servers.,command-and-control,,command-and-control,,-0.1519878897010275,StrelaStealer,malware,T1105,Ingress Tool Transfer
"APT-C-36 has impersonated banks including Banco Davivienda, Bancolombia, and BBVA as well as government institutions such as Colombia’s National Directorate of Taxes and Customs, Ministry of Foreign Affairs, and Office of the Attorney General.",stealth,,stealth,,-0.15209946443670547,APT-C-36,intrusion-set,T1684.001,Impersonation
HTTPBrowser is capable of writing a file to the compromised system from the C2 server.,command-and-control,,command-and-control,,-0.15261678786127952,HTTPBrowser,malware,T1105,Ingress Tool Transfer
KOPILUWAK has piped the results from executed C2 commands to `%TEMP%\result2.dat` on the local machine.,collection,,collection,,-0.1526682219040827,KOPILUWAK,malware,T1074.001,Local Data Staging
Elise executes systeminfo after initial communication is made to the remote server.,discovery,,discovery,,-0.15459010780916504,Elise,malware,T1082,System Information Discovery
"During C0015, the threat actors limited Rclone's bandwidth setting during exfiltration.",exfiltration,,exfiltration,,-0.1546889666418636,C0015,campaign,T1030,Data Transfer Size Limits
Embargo has created a service named irnagentd that executed the MDeployer loader after the system is rebooted in Safe Mode.,execution,,execution,,-0.1554922406169088,Embargo,malware,T1569.002,Service Execution
"During Operation AkaiRyū, MirrorFace used remote access tools including PuTTY.",command-and-control,,command-and-control,,-0.15687738705008147,Operation AkaiRyū,campaign,T1219,Remote Access Tools
Pillowmint can uninstall the malicious service from an infected machine.,stealth,,stealth,,-0.15745349541948178,Pillowmint,malware,T1070.009,Clear Persistence
Agent.btz creates a file named thumb.dd on all USB flash drives connected to the victim. This file contains information about the infected system and activity logs.,exfiltration,,exfiltration,,-0.15797559197806088,Agent.btz,malware,T1052.001,Exfiltration over USB
Koadic can enable remote desktop on the victim's machine.,lateral-movement,,lateral-movement,,-0.16000158762582317,Koadic,tool,T1021.001,Remote Desktop Protocol
LAPSUS$ has gathered detailed knowledge of team structures within a target organization.,reconnaissance,,reconnaissance,,-0.16091979611207918,LAPSUS$,intrusion-set,T1591.004,Identify Roles
EXOTIC LILY conducted an e-mail thread-hijacking campaign with malicious ISO attachments.,initial-access,,initial-access,,-0.16460421396763714,EXOTIC LILY,intrusion-set,T1566.001,Spearphishing Attachment
KillDisk registers as a service under the Plug-And-Play Support name.,stealth,,stealth,,-0.16984831999095773,KillDisk,malware,T1036.004,Masquerade Task or Service
"During APT28 Nearest Neighbor Campaign, APT28 compromised third-party infrastructure in physical proximity to targets of interest for follow-on activities.",resource-development,,resource-development,,-0.1704461161375468,APT28 Nearest Neighbor Campaign,campaign,T1584,Compromise Infrastructure
Higaisa discovered system proxy settings and used them if available.,command-and-control,,command-and-control,,-0.1755563065986634,Higaisa,intrusion-set,T1090.001,Internal Proxy
Pupy has a built-in module for port scanning.,discovery,,discovery,,-0.17792075390590223,Pupy,tool,T1046,Network Service Discovery
"Pikabot Distribution February 2024 utilized a tampered legitimate executable, `grepWinNP3.exe`, for its first stage Pikabot loader, modifying the open-source tool to execute malicious code when launched.",execution|stealth,,execution|stealth,,-0.18461893652352712,Pikabot Distribution February 2024,campaign,T1574,Hijack Execution Flow
"During the 2025 Poland Wiper Attacks, the adversaries had staged tools and files for use on Dropbox and Pastebin.",resource-development,,resource-development,,-0.18937046813372527,2025 Poland Wiper Attacks,campaign,T1608.002,Upload Tool
"Embargo has leveraged MS4Killer to deliver a vulnerable driver to the victim device, sometimes referred to as Bring Your Own Vulnerable Driver (BYOVD). Embargo has utilized the vulnerable driver probmon.sys version 3.0.0.4 which had a revoked certificated from “ITM System Co.,LTD.”",privilege-escalation,,privilege-escalation,,-0.19123945088634375,Embargo,malware,T1068,Exploitation for Privilege Escalation
"Qilin has used PsExec to distribute a second encryptor, named encryptor_1.exe, across the targeted environment.",lateral-movement,,lateral-movement,,-0.1958963061142669,Qilin,malware,T1570,Lateral Tool Transfer
"During C0015, PowerView's file share enumeration results were stored in the file `c:\ProgramData\found_shares.txt`.",collection,,collection,,-0.19642402549130755,C0015,campaign,T1074.001,Local Data Staging
APT29 used large size files to avoid detection by security solutions with hardcoded size limits.,stealth,,stealth,,-0.19725726319393488,APT29,intrusion-set,T1027.001,Binary Padding
LAMEHUG can decode and drop a decoy file attached to spearphishing emails.,stealth,,stealth,,-0.19772095226843628,LAMEHUG,malware,T1140,Deobfuscate/Decode Files or Information
Emotet has used `CreateProcess` to create a new process to run its executable and `WNetEnumResourceW` to enumerate non-hidden shares.,execution,,execution,,-0.1988860538880607,Emotet,malware,T1106,Native API
"During the 2025 Poland Wiper Attacks, the adversaries obtained details on the configuration of the victim Fortinet perimeter device to include publicly disclosed details on an online forum used by criminal communities.",reconnaissance,,reconnaissance,,-0.2026135223690696,2025 Poland Wiper Attacks,campaign,T1590.006,Network Security Appliances
"Indrik Spider has collected credentials from infected systems, including domain accounts.",initial-access|persistence|privilege-escalation|stealth,,initial-access|persistence|privilege-escalation|stealth,,-0.20380378478937922,Indrik Spider,intrusion-set,T1078.002,Domain Accounts
China Chopper's server component can upload local files.,collection,,collection,,-0.20700016280485645,China Chopper,malware,T1005,Data from Local System
Kali365 has gathered browser session information and allows affiliate threat actors to replay stolen browser sessions within their own environment.,collection,,collection,,-0.20712651315575858,Kali365,malware,T1185,Browser Session Hijacking
APT29 has used the `reg save` command to save registry hives.,credential-access,,credential-access,,-0.20790640719076858,APT29,intrusion-set,T1003.002,Security Account Manager
Elise executes net user after initial communication is made to the remote server.,discovery,,discovery,,-0.20851703696469454,Elise,malware,T1087.001,Local Account
WastedLocker created and established a service that runs until the encryption process is complete.,persistence|privilege-escalation,,persistence|privilege-escalation,,-0.20943871096550615,WastedLocker,malware,T1543.003,Windows Service
APT29 has used the legitimate mailing service Constant Contact to send phishing e-mails.,initial-access,,initial-access,,-0.20992137367515562,APT29,intrusion-set,T1566.003,Spearphishing via Service
"During Operation Dream Job, Lazarus Group used file hosting services like DropBox and OneDrive.",resource-development,,resource-development,,-0.21486616664405622,Operation Dream Job,campaign,T1583.006,Web Services
Axiom has used digital certificates to deliver malware.,defense-impairment,,defense-impairment,,-0.21841271303925103,Axiom,intrusion-set,T1553,Subvert Trust Controls
"LAPSUS$ has recruited target organization employees or contractors who provide credentials and approve an associated MFA prompt, or install remote management software onto a corporate workstation, allowing LAPSUS$ to take control of an authenticated system.",execution,,execution,,-0.21920436232732765,LAPSUS$,intrusion-set,T1204,User Execution
StoneDrill has a disk wiper module that targets files other than those in the Windows directory.,impact,,impact,,-0.22331769160118453,StoneDrill,malware,T1485,Data Destruction
ConnectWise can record video on remote hosts.,collection,,collection,,-0.22718124847726684,ConnectWise,tool,T1125,Video Capture
Turian can insert pseudo-random characters into its network encryption setup.,command-and-control,,command-and-control,,-0.23003691121540604,Turian,malware,T1001.001,Junk Data
UPSTYLE retrieves a non-existent webpage from the command and control server then parses commands from the resulting error logs to decode commands to the web shell.,command-and-control,,command-and-control,,-0.23206807502767912,UPSTYLE,malware,T1001.001,Junk Data
Turian has the ability to use a XOR decryption key to extract C2 server domains and IP addresses.,stealth,,stealth,,-0.23465742115850086,Turian,malware,T1140,Deobfuscate/Decode Files or Information
Emotet has installed itself as a new service with the service name `Windows Defender System Service` and display name `WinDefService`.,stealth,,stealth,,-0.23549002630137084,Emotet,malware,T1036.004,Masquerade Task or Service
MirrorFace has sent targeted emails purporting to be from a Japanese political party’s PR department.,stealth,,stealth,,-0.23782646520748907,MirrorFace,intrusion-set,T1684.001,Impersonation
Latrodectus has the ability to restart compromised hosts.,impact,,impact,,-0.24426867244259137,Latrodectus,malware,T1529,System Shutdown/Reboot
"BlackByte Ransomware uses the `mountvol.exe` command to mount volume names and leverages the Microsoft Discretionary Access Control List tool, `icacls.exe`, to grant the group to “Everyone” full access to the root of the drive.",defense-impairment,,defense-impairment,,-0.24588392115856872,BlackByte Ransomware,malware,T1222.001,Windows Permissions
Embargo has avoided encrypting specific files and directories by leveraging a regular expression within the ransomware binary.,stealth,,stealth,,-0.25038643873212557,Embargo,malware,T1679,Selective Exclusion
MultiLayer Wiper changes the original path information of deleted files to make recovery efforts more difficult.,impact,,impact,,-0.2517586777890889,MultiLayer Wiper,malware,T1565.001,Stored Data Manipulation
Doki’s container was configured to bind the host root directory.,privilege-escalation,,privilege-escalation,,-0.2559166820163451,Doki,malware,T1611,Escape to Host
Kivars has the ability to uninstall malware from the infected host.,stealth,,stealth,,-0.25771868398241,Kivars,malware,T1070.004,File Deletion
LAPSUS$ has spammed target users with MFA prompts in the hope that the legitimate user will grant necessary approval.,credential-access,,credential-access,,-0.25850271988331,LAPSUS$,intrusion-set,T1621,Multi-Factor Authentication Request Generation
FIN6 has used the Stealer One credential stealer to target e-mail and file transfer utilities including FTP.,credential-access,,credential-access,,-0.25944972767499896,FIN6,intrusion-set,T1555,Credentials from Password Stores
"During C0015, the threat actors used `wmic` and `rundll32` to load Cobalt Strike onto a target host.",execution,,execution,,-0.25995809477813003,C0015,campaign,T1047,Windows Management Instrumentation
PowerPunch can use the volume serial number from a target host to generate a unique XOR key for the next stage payload.,stealth,,stealth,,-0.2675087244543335,PowerPunch,malware,T1480.001,Environmental Keying
LockBit 2.0 will not execute on hosts where the system language is set to a language spoken in the Commonwealth of Independent States region.,stealth,,stealth,,-0.267684011595271,LockBit 2.0,malware,T1480,Execution Guardrails
Penquin installs a `TCP` and `UDP` filter on the `eth0` interface.,command-and-control|persistence|stealth,,command-and-control|persistence|stealth,,-0.27091693263978933,Penquin,malware,T1205.002,Socket Filters
Pupy can interact with a victim’s Outlook session and look through folders and emails.,collection,,collection,,-0.27221889236605645,Pupy,tool,T1114.001,Local Email Collection
LAMEHUG can xcopy for file collection on targeted systems.,collection,,collection,,-0.2724524339712313,LAMEHUG,malware,T1560.001,Archive via Utility
Hikit installs a self-generated certificate to the local trust store as a root CA and Trusted Publisher.,defense-impairment,,defense-impairment,,-0.27256862187495123,Hikit,malware,T1553.004,Install Root Certificate
SEASHARPEE can timestomp files on victims using a Web shell.,stealth,,stealth,,-0.27363866887308014,SEASHARPEE,malware,T1070.006,Timestomp
"Troll Stealer gathers information from the Government Public Key Infrastructure (GPKI) folder, associated with South Korean government public key infrastructure, on infected systems.",collection,,collection,,-0.2738673721079585,Troll Stealer,malware,T1213,Data from Information Repositories
Empire has a dylib hijacker module that generates a malicious dylib given the path to a legitimate dylib of a vulnerable application.,execution|stealth,,execution|stealth,,-0.27443323951010085,Empire,tool,T1574.004,Dylib Hijacking
PAKLOG has detected and logged the full path of processes active in the foreground using Windows API calls.,discovery,,discovery,,-0.27645132195838795,PAKLOG,malware,T1057,Process Discovery
Elise executes net start after initial communication is made to the remote server.,discovery,,discovery,,-0.276615436404716,Elise,malware,T1007,System Service Discovery
"During Operation Dream Job, Lazarus Group sent malicious OneDrive links with fictitious job offer advertisements via email.",initial-access,,initial-access,,-0.27753496555116697,Operation Dream Job,campaign,T1566.002,Spearphishing Link
TA551 has retrieved DLLs and installer binaries for malware execution from C2.,command-and-control,,command-and-control,,-0.28134375216798113,TA551,intrusion-set,T1105,Ingress Tool Transfer
LAPSUS$ has leverage NordVPN for its egress points when targeting intended victims.,command-and-control,,command-and-control,,-0.2841401305314323,LAPSUS$,intrusion-set,T1090,Proxy
LockBit 2.0 can determine if a running process has administrative privileges and terminate processes that interfere with encryption or exfiltration.,discovery,,discovery,,-0.2875586120104624,LockBit 2.0,malware,T1057,Process Discovery
"APT38 leveraged Sysmon to understand the processes, services in the organization.",discovery,,discovery,,-0.2877590854537939,APT38,intrusion-set,T1057,Process Discovery
Cuckoo Stealer can create and populate property list (plist) files to enable execution.,defense-impairment,,defense-impairment,,-0.2908256966919994,Cuckoo Stealer,malware,T1647,Plist File Modification
A variant of Elise executes dir C:\progra~1 when initially run.,discovery,,discovery,,-0.2928581166568621,Elise,malware,T1083,File and Directory Discovery
LAPSUS$ has created new virtual machines within the target's cloud environment after leveraging credential access to cloud assets.,defense-impairment,,defense-impairment,,-0.29320007467914355,LAPSUS$,intrusion-set,T1578.002,Create Cloud Instance
"Kapeka utilizes AES-256 (CBC mode), XOR, and RSA-2048 encryption schemas for various configuration and other objects.",stealth,,stealth,,-0.29380611366674564,Kapeka,malware,T1027.013,Encrypted/Encoded File
DustySky searches for removable media and duplicates itself onto it.,initial-access|lateral-movement,,initial-access|lateral-movement,,-0.2938913200031854,DustySky,malware,T1091,Replication Through Removable Media
Dridex contains a module for VNC.,command-and-control,,command-and-control,,-0.29484214042236134,Dridex,malware,T1219,Remote Access Tools
"During the 2025 Poland Wiper Attacks, the adversaries leveraged the native CLI of the targeted FortiGate device.",execution,,execution,,-0.29525526496626786,2025 Poland Wiper Attacks,campaign,T1059.008,Network Device CLI
Skidmap has the ability to replace the pam_unix.so file on an infected machine with its own malicious version that accepts a specific backdoor password for all users.,credential-access|defense-impairment|persistence,,credential-access|defense-impairment|persistence,,-0.29647291813130894,Skidmap,malware,T1556.003,Pluggable Authentication Modules
APT-C-36 has downloaded binary data from a specified domain after the malicious document is opened.,command-and-control,,command-and-control,,-0.2968185838175851,APT-C-36,intrusion-set,T1105,Ingress Tool Transfer
PACEMAKER can use PTRACE to attach to a targeted process to read process memory.,privilege-escalation|stealth,,privilege-escalation|stealth,,-0.30066368302985397,PACEMAKER,malware,T1055.008,Ptrace System Calls
Pacu can create snapshots of EBS volumes and RDS instances.,defense-impairment,,defense-impairment,,-0.3068068103608036,Pacu,tool,T1578.001,Create Snapshot
Empire contains modules for executing commands over SSH as well as in-memory VNC agent injection.,lateral-movement,,lateral-movement,,-0.3080392851295915,Empire,tool,T1021.004,SSH
Skidmap has the ability to install several loadable kernel modules (LKMs) on infected machines.,persistence|privilege-escalation,,persistence|privilege-escalation,,-0.30912378037828636,Skidmap,malware,T1547.006,Kernel Modules and Extensions
"Kali365 has obtained OAuth access and refresh tokens by deceiving victims into completing actor-initiated device authorization requests, and intercepting authentication sessions with legitimate identity providers through adversary-in-the-middle reverse proxy infrastructure.",credential-access,,credential-access,,-0.3113228874593563,Kali365,malware,T1528,Steal Application Access Token
Grandoreiro has used compromised websites and Google Ads to bait victims into downloading its installer.,initial-access,,initial-access,,-0.3143131434906712,Grandoreiro,malware,T1189,Drive-by Compromise
